69.262	69.569	69.754	70.154	70.523	70.892	71.292	71.662	72.277	72.615	73.015	73.508	73.631	74.492	74.954	75.262	75.569	75.908	76.338	76.769	77.231	77.323	77.692	78.123	78.431	78.738	79.015	79.354	79.631	80.154	80.585	80.769	81.015	81.354	81.631	81.969	82.708	82.738	83.077	83.354	83.569	83.908	84.277	84.738	85.323	85.354	85.662	86	86.123	86.338	86.769	86.985	87.662	87.631	87.723	88.031	90.431	91.6	89.108	88.862	89.108	89.354	89.6	89.908	90.092	90.308	90.585	90.708	90.892	91.138	91.323	91.6	91.662	91.846	92.031	92.308	92.554	92.8	93.138	93.046	93.231	93.415	93.508	93.662	93.815	94	94.215	94.431	94.585	94.677	94.8	95.015	95.046	95.169	95.385	95.569	95.569	95.815	95.969	96.277	96.523	98.554	97.877	96.769	96.8	96.862	96.954	97.108	97.292	97.446	97.908	97.723	97.846	98	98.369	98.4	99.046	98.954	99.077	98.985	99.015	99.138	99.323	99.569	99.6	99.723	99.877	100
68.892	69.231	69.6	70	70.492	70.8	71.138	71.662	71.969	72.277	72.708	73.015	73.446	73.938	74.308	74.677	74.923	75.323	75.692	76.031	76.523	77.046	77.231	77.631	77.815	78.338	78.554	78.923	79.292	79.631	80	80.338	80.646	80.923	81.2	81.569	81.846	82.154	82.554	82.831	83.108	83.415	83.631	83.969	84.431	84.615	84.923	85.2	85.477	85.723	86.062	86.277	86.554	86.769	87.015	87.262	88.338	88.062	87.969	88.215	88.4	88.708	89.015	89.2	89.477	89.692	90	90.092	90.246	90.492	90.738	90.954	91.015	91.292	91.446	91.815	91.877	92.062	92.308	92.4	92.708	92.862	93.015	93.077	93.292	93.508	93.785	94	93.969	94.062	94.246	94.431	94.585	94.708	94.892	95.015	95.138	95.385	95.569	95.692	95.938	97.846	96.738	96.246	96.215	96.4	96.646	96.708	96.862	97.015	97.169	97.354	97.631	97.508	97.692	97.815	97.938	98.154	98.308	98.462	98.523	98.708	98.923	99.108	99.2	99.262	99.354	99.538
68.677	69.077	69.323	69.785	70.154	70.462	70.8	71.169	71.538	71.969	72.4	72.923	73.231	73.477	73.815	74.246	74.646	75.108	75.415	75.877	76.185	76.554	76.892	77.292	77.631	77.908	78.215	78.554	78.985	79.354	79.723	79.969	80.277	80.769	80.985	81.2	81.538	81.877	82.215	82.523	82.862	83.138	83.6	83.815	84.031	84.369	84.769	85.046	85.262	85.508	85.754	86.062	86.308	86.646	86.862	86.954	87.292	87.631	87.754	87.938	88.308	88.523	88.646	88.892	89.231	89.415	89.692	89.908	90.031	90.369	90.769	90.646	90.892	90.985	91.2	91.446	91.662	91.815	91.969	92.215	92.4	92.523	92.954	93.015	93.108	93.262	93.354	93.508	93.692	93.815	93.969	94.4	94.338	94.431	94.677	94.8	94.954	95.077	95.262	95.415	95.569	95.6	95.754	95.969	96.185	96.308	96.431	96.554	96.708	96.862	97.046	97.138	97.262	97.415	97.538	97.692	97.785	97.908	98.123	98.215	98.554	98.708	98.8	98.892	99.077	99.292	99.354	99.446
68.585	68.831	69.262	69.6	69.969	70.462	70.831	71.108	71.569	71.969	72.338	73.015	73.2	73.569	73.846	74.369	74.677	75.015	75.508	75.785	75.969	76.369	76.8	77.108	77.538	77.877	78.246	78.615	78.923	79.446	79.631	79.877	80.308	80.677	81.077	81.292	81.754	81.969	82.154	82.585	82.8	83.077	83.477	83.754	84.092	84.431	84.892	85.138	85.415	85.785	85.908	86.062	86.308	86.8	86.831	86.985	87.2	87.692	88.031	88.123	88.277	88.523	88.8	89.046	89.323	89.908	90	90.031	90.215	90.4	90.554	90.677	90.831	91.077	91.262	91.477	91.754	91.969	92.123	92.308	92.646	92.8	92.831	93.046	93.169	93.323	93.415	93.692	93.785	93.969	94.062	94.246	94.369	94.523	94.8	95.015	95.046	95.2	95.354	95.508	95.6	95.785	95.846	96	96.215	96.369	96.492	96.646	96.8	96.954	97.108	97.292	97.385	97.446	97.538	97.692	97.908	98.154	98.123	98.123	98.338	98.646	98.769	98.862	99.046	99.2	99.354	99.477
68.369	68.831	69.169	69.477	69.877	70.677	70.862	71.385	71.569	72	72.369	72.677	73.015	73.354	73.785	74.308	74.585	75.046	75.477	75.692	75.969	76.369	76.862	77.231	77.569	77.846	78.308	78.646	79.046	79.385	79.6	79.815	80.215	80.677	80.954	81.354	81.631	81.877	82.154	82.492	83.046	83.385	83.415	83.723	84.215	84.585	84.769	84.923	85.415	85.723	85.908	86	86.154	86.462	86.831	86.892	87.169	87.385	87.785	87.938	88.215	88.4	88.708	89.108	89.354	89.508	89.692	90.092	90.185	90.277	90.708	90.615	90.708	90.892	91.077	91.354	91.538	91.692	91.908	92.031	92.215	92.646	92.831	92.8	92.892	93.046	93.262	93.538	93.785	93.785	93.908	94.092	94.215	94.431	94.523	94.585	94.8	95.015	95.169	95.138	95.262	95.415	95.631	95.754	95.969	96.246	96.215	96.4	96.554	96.708	96.769	96.985	97.015	97.108	97.231	97.446	97.569	97.6	97.754	97.877	98	98.246	98.492	98.8	98.769	98.954	98.985	99.077
67.477	67.785	68.092	68.4	68.892	69.323	69.785	70.062	70.492	70.892	71.169	71.692	72.031	72.369	72.892	73.169	73.6	74.215	74.369	74.677	74.985	75.262	75.785	76.092	76.4	76.8	77.138	77.508	77.785	78.123	78.738	78.985	79.2	79.385	79.692	80.185	80.431	80.677	81.046	81.354	81.662	81.969	82.277	82.615	82.862	83.262	83.508	83.754	84.031	84.185	84.523	84.738	84.985	85.292	85.569	85.692	85.908	86.185	86.431	86.708	86.892	87.169	87.631	88.031	88.123	88.215	88.431	88.677	88.954	89.015	89.2	89.538	89.6	89.662	89.908	90.092	90.308	90.462	90.708	90.831	90.923	91.108	91.508	91.538	91.6	91.815	91.938	92.215	92.154	92.277	92.585	92.8	92.862	92.954	93.077	93.231	93.508	93.692	93.877	93.938	93.969	94.062	94.308	94.492	94.738	94.738	94.862	95.046	95.292	95.446	95.538	95.569	95.846	95.938	95.938	96.092	96.215	96.277	96.431	96.615	96.738	96.923	97.169	97.323	97.631	97.6	97.723	97.785
66.677	67.077	67.508	67.846	68.123	68.615	69.231	69.385	69.846	70.092	70.462	70.892	71.231	71.6	72.031	72.462	72.923	73.2	73.6	74.123	74.492	75.692	79.046	77.231	76	76.154	76.523	76.954	77.323	77.538	77.938	78.185	78.708	78.985	79.354	79.785	80.123	80.4	80.554	80.892	81.138	81.877	81.938	82.092	82.677	83.138	83.077	83.262	83.569	83.846	84.154	84.308	84.615	84.8	85.015	85.292	85.569	85.969	86.154	86.4	86.708	87.015	87.169	87.323	87.723	88.123	88.308	88.431	88.585	88.769	88.985	89.169	89.323	89.631	89.754	89.846	90.123	90.369	90.523	90.585	90.8	91.108	91.2	91.354	91.6	91.785	92	92.062	92.123	92.431	92.492	92.677	92.892	92.892	92.985	93.169	93.477	93.662	93.723	93.846	94.092	94.246	94.369	94.523	94.646	94.923	95.169	95.354	95.2	95.292	95.569	95.908	95.692	95.846	96.123	96.246	96.246	96.277	96.4	96.523	96.615	96.892	97.138	97.262	97.446	97.569	97.785	97.815
66.769	66.985	67.569	68	68.154	68.554	68.892	69.231	69.754	70.123	70.492	70.831	71.169	71.6	72.031	72.462	72.862	73.169	73.631	73.969	74.308	75.508	77.169	75.723	75.754	76.154	76.554	77.015	77.354	77.569	77.877	78.369	78.585	78.954	79.385	79.754	80	80.338	80.646	81.015	81.292	81.477	81.785	82.123	82.431	82.8	83.077	83.292	83.6	83.877	84.154	84.554	84.708	84.831	85.138	85.477	85.785	85.815	86.062	86.369	86.585	86.923	87.385	87.385	87.569	87.692	88	88.277	88.554	88.708	88.892	89.077	89.262	89.446	89.692	89.754	89.969	90.308	90.462	90.462	90.892	90.954	91.446	91.323	91.631	91.723	91.846	92.092	92.277	92.369	92.431	92.554	92.615	92.769	92.954	93.138	93.262	93.354	93.538	93.631	93.815	94	94.062	94.246	94.554	94.862	94.892	94.892	95.077	95.2	95.538	95.631	95.662	95.815	96	95.938	96.123	96.308	96.585	96.585	96.708	96.892	97.015	97.292	97.415	97.508	97.785	97.908
66.554	66.831	67.231	67.754	68.185	68.585	68.831	69.138	69.569	70.031	74.092	74.123	71.538	71.662	71.938	72.4	72.8	73.108	73.446	73.877	74.277	74.708	74.985	75.538	75.846	76.062	76.462	76.738	77.046	77.415	77.785	78.215	78.492	78.831	79.477	79.723	79.754	80.092	80.369	80.677	81.108	81.508	81.723	82.092	82.892	82.831	82.985	83.231	83.538	83.815	83.938	84.277	84.554	84.8	85.077	85.262	85.538	85.938	86.154	86.338	86.523	86.8	87.077	87.354	87.723	87.785	87.938	88.154	88.338	88.615	88.8	89.046	89.292	89.446	89.692	89.692	89.938	90.123	90.369	90.492	90.615	90.831	91.077	91.231	91.446	91.723	91.692	92	91.969	92.123	92.369	92.431	92.523	92.708	92.831	93.108	93.2	93.569	93.662	93.723	93.877	94.062	94.092	94.215	94.369	94.554	94.708	94.892	95.077	95.231	95.292	95.385	95.508	95.662	95.785	95.969	96.031	96.308	96.554	96.646	96.708	96.923	96.985	97.169	97.323	97.477	97.662	97.846
66.8	67.077	67.415	67.785	68.154	68.554	68.831	69.292	69.662	70.185	70.492	70.862	71.385	71.631	72	72.523	72.769	73.138	73.446	73.969	74.308	74.677	74.985	75.446	75.846	76.185	76.4	76.738	77.077	77.538	77.908	78.185	78.554	78.892	79.169	79.508	79.815	80.123	80.4	80.8	80.985	81.292	81.785	82	82.277	82.585	82.862	83.2	83.6	83.815	84.031	84.215	84.462	84.738	85.046	85.415	85.631	85.908	86.062	86.308	86.554	86.8	87.108	87.385	87.6	87.754	87.846	88.092	88.338	88.492	88.738	88.954	89.292	89.538	89.446	89.6	89.908	90.123	90.369	90.462	90.615	90.708	90.8	91.138	91.538	91.723	91.846	91.846	91.908	92.031	92.185	92.462	92.492	92.523	92.8	92.954	93.138	93.292	93.385	93.508	93.569	93.785	93.908	94.123	94.246	94.4	94.523	94.708	94.954	95.292	95.262	95.231	95.692	95.692	95.846	95.846	95.938	96.246	96.338	96.492	96.646	96.769	96.954	97.046	97.292	97.477	97.538	97.692
66.338	66.677	67.138	67.538	67.969	68.308	68.646	69.046	69.415	69.938	70.338	70.646	71.077	71.508	71.846	72.308	72.523	72.954	73.262	73.6	74	74.4	74.738	75.138	75.662	76.031	76.308	76.646	76.892	77.323	77.723	78.185	78.431	78.738	78.985	79.292	79.692	80.062	80.431	80.646	80.923	81.446	81.723	81.969	82.215	82.554	82.862	83.138	83.385	83.508	83.754	84.062	84.462	84.8	85.077	85.231	85.446	85.662	85.938	86.246	86.431	86.615	86.954	87.262	87.415	87.569	87.754	88.031	88.277	88.523	88.831	89.015	89.138	89.262	89.415	89.631	89.785	90	90.215	90.615	90.554	90.708	90.862	91.046	91.2	91.446	91.569	91.754	91.815	91.938	92.215	92.277	92.431	92.492	92.738	92.892	93.292	93.415	93.385	93.538	93.662	93.785	93.908	94	94.062	94.462	94.492	94.585	94.738	94.923	95.077	95.2	95.292	95.415	95.631	95.754	95.815	96.062	96.338	96.523	96.585	96.738	96.738	96.862	97.108	97.385	97.385	97.569
66.215	66.646	67.077	67.385	67.723	68.062	68.523	68.862	69.446	69.815	70.185	70.554	70.862	71.385	72.123	72.338	72.554	72.985	73.354	73.723	74	74.369	74.708	75.077	75.6	75.815	76.215	76.585	76.985	77.292	77.538	78.092	78.462	78.708	78.923	79.262	79.538	80.062	80.338	80.615	81.046	81.262	81.662	81.969	82.185	82.462	82.708	83.015	83.262	83.477	83.754	84.031	84.4	84.769	84.954	85.169	85.415	85.692	85.938	86.215	86.369	86.523	86.769	87.2	87.415	87.477	87.662	87.969	88.246	88.615	88.708	88.862	89.046	89.2	89.292	89.446	89.723	89.877	90.092	90.308	90.585	90.708	90.892	91.015	91.108	91.292	91.508	91.662	91.754	91.908	92.154	92.308	92.492	92.431	92.585	92.831	93.046	93.169	93.292	93.508	93.6	93.723	93.969	93.908	94.092	94.246	94.4	94.523	94.646	94.923	95.077	95.015	95.231	95.508	95.6	95.631	95.754	95.908	96.215	96.338	96.646	96.708	96.738	96.831	96.923	97.108	97.292	97.415
65.846	66.338	66.8	67.077	67.415	67.877	68.246	68.677	69.108	69.6	69.938	70.215	70.585	71.077	71.508	72	72.369	72.769	73.108	73.631	73.815	74.062	74.492	74.8	75.108	75.6	76.185	76.462	76.831	77.169	77.385	77.785	78.185	78.431	78.8	79.077	79.538	79.815	80.185	80.338	80.615	81.046	81.354	81.785	82.154	82.338	82.646	82.923	83.108	83.415	83.815	84.031	84.277	84.554	84.862	85.108	85.354	85.662	85.785	86.092	86.308	86.585	86.892	87.046	87.292	87.631	87.815	88.123	88.277	88.523	88.738	88.831	89.015	89.231	89.477	89.569	89.692	89.877	90.092	90.246	90.462	90.708	90.862	90.923	91.077	91.323	91.538	91.662	91.723	91.877	92.031	92.215	92.462	92.615	92.769	93.015	93.138	93.231	93.354	93.415	93.508	93.754	93.938	93.877	93.969	94.154	94.431	94.554	94.646	94.831	94.862	94.985	95.108	95.231	95.385	95.446	95.754	95.908	95.908	96.092	96.369	96.523	96.585	96.677	96.708	97.385	98.123	98.492
65.446	66	66.338	66.769	67.2	67.323	67.754	68.277	68.708	69.077	69.477	69.846	70.154	70.462	70.831	71.2	71.631	72.062	72.431	72.954	73.231	73.754	74.031	74.369	74.523	74.923	75.385	76.062	76.123	76.523	76.831	77.138	77.477	77.723	78.031	78.277	78.646	79.077	79.415	79.662	80.031	80.338	80.585	80.923	81.231	81.508	81.754	82.092	82.369	82.646	82.892	83.169	83.415	83.631	83.908	84.308	84.585	84.738	85.2	85.385	85.477	85.569	85.846	86.031	86.246	86.462	86.708	86.985	87.169	87.385	87.692	87.938	88.092	88.215	88.4	88.615	88.831	89.108	89.169	89.262	89.477	89.6	89.723	89.785	90	90.246	90.338	90.462	90.554	90.708	90.923	91.138	91.231	91.415	91.446	91.846	91.938	92.123	92.031	92.123	92.431	92.4	92.492	92.554	92.738	92.923	93.077	93.2	93.231	93.385	93.569	93.754	93.815	93.877	93.969	94.092	94.431	94.523	94.708	94.862	94.892	95.046	95.077	95.354	95.569	95.538	95.723	95.877
63.846	64.215	64.646	65.015	65.354	65.723	66.154	66.646	67.077	67.446	67.877	68.277	68.646	69.015	69.477	69.815	70.123	70.492	70.985	71.385	71.723	71.969	72.369	72.677	73.077	73.6	73.938	74.154	74.492	74.831	75.077	75.446	75.815	76.123	76.462	76.738	77.138	77.538	78.062	78.215	78.492	78.738	79.138	79.477	79.754	80.031	80.4	80.646	80.862	81.077	81.323	81.662	82.031	82.338	82.615	82.769	82.923	83.2	83.508	83.846	84.154	84.4	84.585	84.646	84.923	85.108	85.323	85.692	85.754	86.062	86.246	86.4	86.523	86.8	87.015	87.138	87.292	87.477	87.662	87.846	88.092	88.308	88.492	88.646	88.677	88.892	89.046	89.231	89.292	89.477	89.754	89.785	90.062	90.123	90.246	90.431	90.462	90.585	90.708	90.892	91.262	91.385	91.385	91.662	91.538	91.662	91.969	92.123	92.246	92.431	92.554	92.646	92.738	92.831	93.015	93.138	93.169	93.385	93.508	93.662	93.785	93.969	94.277	94.308	94.462	94.523	94.554	94.8
62.585	63.015	63.477	63.908	64.154	64.462	64.985	65.415	65.785	66.215	66.646	66.923	67.292	67.754	68.123	68.462	68.8	69.231	69.692	69.969	70.277	70.677	70.985	71.323	71.692	72.123	72.431	72.862	73.292	73.754	74.031	74.246	74.492	74.862	75.231	75.569	75.908	76.215	76.615	76.954	77.323	77.723	77.908	78.154	78.462	78.738	79.015	79.323	79.631	79.969	80.215	80.462	80.769	80.985	81.323	81.538	81.723	82	82.338	82.646	82.923	83.077	83.231	83.508	83.662	83.908	84.123	84.462	84.615	84.923	85.108	85.2	85.385	85.6	85.815	86.031	86.369	86.615	86.646	86.769	86.954	87.108	87.385	87.508	87.6	87.723	87.815	88	88.154	88.338	88.523	88.769	88.892	89.046	89.169	89.323	89.477	89.815	89.815	89.846	90	90.246	90.308	90.523	90.523	90.677	90.831	90.954	91.138	91.262	91.446	91.508	91.631	91.846	91.877	92.062	92.185	92.215	92.369	92.585	92.738	92.892	93.108	93.169	93.323	93.692	93.815	93.754
62.554	63.015	63.415	63.754	64.123	64.431	64.862	65.446	65.877	66.215	66.585	66.985	67.354	67.692	68.154	68.615	68.985	69.477	69.754	69.969	70.277	70.8	71.077	71.385	71.846	72.277	72.554	73.015	73.2	73.569	73.938	74.4	74.738	74.954	75.292	75.692	75.938	76.277	76.615	76.954	77.446	77.785	77.938	78.308	78.769	78.831	79.169	79.477	79.723	79.969	80.277	80.554	80.923	81.077	81.354	81.785	82.092	82.154	82.462	82.708	82.923	83.2	83.385	83.6	83.815	84.185	84.4	84.646	84.738	85.077	85.2	85.323	85.477	85.631	85.785	86.123	86.369	86.431	86.677	86.831	86.954	87.169	87.446	87.508	87.631	87.754	87.938	88.062	88.338	88.615	89.046	88.862	89.046	89.262	89.323	89.446	89.538	89.6	89.846	90	89.969	90.062	90.462	90.462	90.585	90.862	90.862	91.108	91.292	91.323	91.446	91.662	91.692	91.938	92.123	92.062	92.215	92.431	92.677	92.677	92.708	92.892	93.046	93.169	93.385	93.723	93.692	93.662
62.492	62.862	63.354	63.754	64.031	64.338	64.769	65.231	65.631	66.031	66.308	66.738	67.077	67.6	67.908	68.431	68.831	69.108	69.723	69.938	70.185	70.585	71.015	71.354	71.754	72.092	72.492	72.8	73.323	73.662	73.938	74.277	74.554	74.862	75.323	75.6	75.846	76.185	76.554	76.923	77.354	77.754	77.877	78.154	78.4	78.646	78.985	79.354	79.754	79.846	80.154	80.492	80.708	80.862	81.292	81.508	81.754	81.969	82.215	82.523	82.677	82.892	83.169	83.354	83.6	83.815	84.031	84.431	84.615	84.985	85.015	85.2	85.323	85.477	85.692	86	86.308	86.338	86.369	86.585	86.831	87.138	87.292	87.354	87.569	87.754	87.877	88.062	88.246	88.369	88.554	88.708	88.954	89.108	89.138	89.2	89.323	89.385	89.477	89.631	89.815	89.969	90.092	90.369	90.4	90.585	90.769	90.954	91.015	91.108	91.385	91.477	91.538	91.754	91.815	91.877	92	92.308	92.308	92.431	92.615	92.677	92.831	92.985	93.262	93.2	93.354	93.508
