71.5517	74.1379	66.3793	45.6897	30.6034	27.5862	36.2069	45.6897	45.6897	35.7759	30.1724	27.1552	29.7414	40.9483	53.8793	55.6034	54.7414	58.1897	64.6552	60.7759	61.6379	59.9138	55.6034	56.0345	55.6034	60.7759	62.069	54.7414	43.9655	34.9138	27.1552	21.5517
63.7931	64.6552	54.7414	33.6207	28.4483	32.7586	41.3793	46.9828	42.6724	31.4655	27.1552	31.4655	35.7759	46.9828	57.3276	55.1724	0	0	0	0	0	0	54.7414	53.0172	54.3103	57.3276	56.4655	51.2931	37.5	27.1552	22.4138	17.6724
60.3448	57.7586	41.3793	25.431	27.5862	33.1897	43.1034	48.7069	43.1034	31.8966	27.5862	33.1897	0	0	0	0	0	0	61.2069	63.7931	0	0	0	0	0	0	54.7414	47.8448	30.1724	20.2586	16.3793	13.3621
56.8966	49.569	28.4483	23.2759	28.0172	34.4828	46.9828	53.0172	48.2759	35.3448	28.8793	32.3276	43.9655	58.6207	59.4828	56.0345	57.3276	51.7241	57.7586	60.7759	57.7586	56.8966	55.1724	55.1724	54.3103	52.5862	54.7414	40.9483	25	18.1034	14.2241	15.0862
54.3103	50.431	28.8793	27.5862	33.6207	41.8103	53.0172	54.3103	45.6897	32.3276	28.0172	31.0345	43.5345	55.1724	56.4655	54.3103	52.5862	50.431	58.1897	59.0517	55.1724	55.1724	49.1379	52.1552	47.4138	47.8448	51.7241	34.4828	22.4138	16.3793	15.5172	15.0862
54.3103	49.1379	29.3103	0	0	0	0	0	0	29.3103	28.0172	37.069	46.1207	50	51.7241	54.3103	50.8621	51.2931	56.0345	53.8793	50.8621	0	0	0	0	0	0	30.1724	17.6724	12.069	10.3448	7.75862
51.2931	39.6552	24.1379	22.4138	33.1897	45.2586	52.1552	51.7241	41.8103	0	0	0	0	0	0	54.3103	50.8621	52.1552	53.0172	52.1552	48.7069	43.5345	44.3966	46.5517	41.3793	42.6724	39.2241	23.2759	10.7759	7.32759	1.72414	0
43.9655	31.0345	25	27.5862	37.931	47.8448	52.1552	49.569	37.069	28.4483	39.6552	55.1724	59.4828	59.4828	60.7759	56.4655	52.5862	0	0	0	0	0	0	47.4138	41.3793	40.5172	31.4655	15.5172	9.91379	13.7931	4.74138	3.01724
42.6724	28.4483	25.8621	34.4828	42.6724	50.431	53.8793	48.7069	33.1897	33.6207	46.1207	54.3103	55.6034	55.6034	56.4655	53.4483	50.431	51.2931	52.1552	47.4138	39.6552	43.9655	52.5862	46.5517	40.5172	40.9483	28.4483	21.5517	24.569	22.4138	8.62069	7.32759
34.0517	23.2759	25.8621	33.6207	40.0862	43.9655	46.1207	40.5172	34.4828	42.2414	51.7241	53.4483	56.8966	58.1897	53.8793	50	0	0	0	0	0	0	55.6034	47.8448	43.1034	41.3793	26.2931	26.2931	27.5862	22.4138	12.931	10.3448
30.6034	24.1379	25.8621	31.4655	37.931	42.6724	45.6897	0	0	0	0	0	0	66.8103	61.6379	54.7414	52.5862	50.431	46.5517	40.0862	42.2414	48.7069	52.1552	44.3966	40.9483	34.0517	20.2586	23.7069	20.6897	21.9828	17.6724	18.9655
30.6034	25	25.431	32.3276	39.2241	44.3966	49.1379	49.1379	50.8621	54.3103	61.6379	65.0862	64.6552	64.2241	64.6552	0	0	0	0	0	0	52.5862	52.5862	44.3966	40.5172	29.7414	21.9828	21.9828	23.7069	27.1552	23.7069	27.1552
23.2759	20.2586	23.2759	29.7414	36.2069	40.9483	45.6897	45.6897	47.8448	50	58.1897	62.069	60.7759	64.6552	67.6724	60.7759	51.2931	47.4138	46.1207	50.8621	60.3448	60.7759	61.2069	53.8793	48.7069	32.3276	21.1207	20.2586	25.431	25.431	25.8621	27.1552
13.3621	15.9483	20.6897	25.431	30.1724	37.931	45.2586	46.9828	48.2759	50.431	56.8966	59.0517	0	0	0	0	0	0	57.3276	63.3621	72.4138	75.431	70.6897	65.9483	0	0	0	0	0	0	32.3276	34.9138
9.48276	12.5	15.9483	0	0	0	0	0	0	55.6034	60.3448	65.0862	71.5517	0	0	0	0	0	0	64.2241	75.431	84.0517	81.4655	76.2931	60.7759	31.4655	21.5517	24.1379	36.2069	40.9483	40.5172	46.1207
18.1034	16.3793	20.6897	25.8621	34.4828	39.6552	37.931	39.6552	42.2414	46.5517	55.1724	67.2414	71.5517	62.931	56.0345	58.6207	66.8103	68.9655	66.3793	66.8103	75.8621	0	0	0	0	0	0	31.8966	41.8103	45.6897	49.569	47.4138
20.6897	18.5345	25.8621	31.8966	35.7759	34.0517	29.3103	32.7586	0	0	0	0	0	0	52.1552	58.6207	71.5517	79.7414	80.1724	79.3103	87.069	87.931	79.3103	70.6897	53.4483	49.1379	47.4138	50.431	50.431	53.8793	51.7241	40.0862
15.9483	14.6552	22.8448	30.1724	34.0517	31.0345	25.8621	30.6034	38.3621	48.7069	60.3448	72.4138	68.5345	57.3276	57.7586	66.3793	80.1724	82.3276	81.8966	85.3448	92.6724	87.5	75.8621	64.6552	58.6207	60.7759	71.9828	70.6897	63.3621	55.6034	37.931	25.8621
16.3793	16.8103	23.7069	29.3103	33.1897	29.3103	26.7241	29.7414	41.3793	56.4655	66.8103	71.1207	58.6207	52.1552	59.4828	68.1034	80.1724	79.3103	78.4483	84.4828	0	0	0	0	0	0	71.9828	68.1034	67.6724	57.7586	32.3276	21.5517
17.6724	17.2414	24.1379	24.569	26.7241	24.569	24.1379	27.1552	39.6552	58.1897	68.9655	68.1034	52.5862	52.1552	60.7759	68.9655	77.1552	75	78.8793	87.931	100	0	0	0	0	0	0	62.931	77.1552	68.1034	44.8276	25.8621
