WSxM file copyright UAM
WSxM ASCII Matrix file
X Amplitude: 1000 nm
Y Amplitude: 1000 nm
Z Amplitude: 100 Å
87.069	87.5	88.7931	81.4655	77.5862	0	0	0	0	0	0	52.1552	42.6724	46.5517	59.9138	65.5172	67.2414	69.3966	67.2414	72.8448	76.2931	77.5862	75.431	74.1379	65.5172	55.6034	47.8448	31.8966	32.7586	39.2241	31.8966	25.431
90.0862	87.931	89.2241	84.4828	76.2931	72.4138	72.4138	75	80.6034	70.6897	55.6034	48.7069	0	0	0	0	0	0	72.4138	76.7241	79.7414	78.8793	74.569	69.3966	62.069	58.1897	47.4138	34.4828	34.4828	34.0517	24.569	19.8276
90.9483	88.3621	86.2069	82.3276	75	71.9828	72.8448	73.7069	75.431	57.3276	53.8793	50.431	50.8621	53.4483	64.6552	68.9655	74.1379	70.6897	71.1207	73.7069	73.7069	73.7069	72.8448	61.6379	59.0517	55.1724	45.6897	40.5172	37.931	30.6034	22.4138	21.9828
88.3621	85.3448	81.8966	81.0345	74.1379	71.1207	0	0	0	0	0	0	57.3276	53.8793	61.2069	67.2414	70.6897	65.5172	66.8103	68.9655	69.3966	75.8621	72.8448	62.931	0	0	0	0	0	0	23.7069	26.7241
79.3103	75.8621	79.3103	80.1724	73.7069	67.2414	57.3276	41.8103	39.6552	46.5517	53.0172	52.1552	50	52.1552	0	0	0	0	0	0	68.5345	75	65.9483	66.3793	71.9828	62.5	56.4655	52.1552	44.3966	31.8966	30.1724	34.4828
71.5517	69.8276	73.7069	75.8621	71.9828	60.3448	40.5172	29.3103	38.3621	49.1379	50.8621	43.9655	39.2241	45.6897	56.8966	65.9483	65.0862	65.9483	63.7931	62.5	68.5345	0	0	0	0	0	0	55.1724	47.8448	40.0862	40.9483	41.3793
72.4138	70.2586	72.4138	74.1379	68.9655	49.569	24.1379	25.431	41.3793	48.7069	43.9655	30.1724	28.4483	38.7931	52.5862	57.7586	62.069	63.3621	56.4655	62.5	70.6897	69.3966	75	83.1897	78.8793	72.8448	64.2241	62.069	52.1552	47.4138	46.1207	39.2241
75	74.1379	75	72.4138	62.5	40.9483	19.3966	0	0	0	0	0	0	34.9138	45.6897	51.7241	59.0517	59.0517	54.7414	65.5172	70.2586	67.2414	77.1552	81.8966	78.8793	75.431	69.3966	65.5172	55.1724	52.1552	47.4138	34.4828
77.1552	78.4483	81.0345	75.431	59.0517	36.6379	21.9828	32.3276	43.1034	42.6724	29.7414	18.9655	22.4138	32.7586	42.6724	51.2931	57.7586	57.3276	59.9138	0	0	0	0	0	0	66.8103	67.2414	63.3621	57.7586	54.7414	45.2586	35.3448
80.1724	87.5	89.2241	77.1552	53.0172	28.4483	21.9828	34.9138	44.8276	43.5345	27.1552	18.1034	22.8448	33.6207	43.1034	53.8793	60.3448	59.9138	68.5345	74.1379	62.069	64.6552	66.8103	65.5172	64.6552	60.7759	64.6552	62.931	62.069	57.3276	45.2586	35.7759
81.8966	89.6552	85.3448	65.5172	41.3793	20.6897	23.7069	35.7759	43.5345	40.5172	0	0	0	0	0	0	62.069	0	0	0	0	0	0	63.3621	60.3448	60.3448	65.9483	64.2241	65.9483	62.069	45.2586	31.4655
78.0172	82.3276	75.431	56.8966	34.4828	20.6897	28.8793	39.6552	42.6724	36.2069	27.1552	19.3966	24.1379	36.6379	50	57.7586	60.3448	61.2069	68.9655	65.0862	63.3621	66.3793	59.9138	59.4828	57.3276	0	0	0	0	0	0	25.8621
